Index,System Time,Channel,Direction,Frame ID,Data
69,19:44:44.621,ch1,R,0x0186,x| 43 36 38 B3 87 2F 61
70,19:44:44.621,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
71,19:44:44.621,ch1,R,0x018a,x| 38 78 16 C6 98 04 CD D0
72,19:44:44.621,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 29
73,19:44:44.621,ch1,R,0x017c,x| 43 4C 50 EB 4F 00 00 00
74,19:44:44.622,ch1,R,0x017e,x| 08 6E 00 00 00 00 C4 00
75,19:44:44.622,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
76,19:44:44.622,ch1,R,0x0090,x| 00 00 00 00
77,19:44:44.622,ch1,R,0x00c6,x| 7F D6 7F BA 80 09 B8 30
78,19:44:44.623,ch1,R,0x012e,x| D0 7F D1 7F F0 FF FF 00
79,19:44:44.623,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
80,19:44:44.623,ch1,R,0x0214,x| 00 00
81,19:44:44.623,ch1,R,0x029a,x| 48 DC 48 A9 22 86 0E 34
82,19:44:44.623,ch1,R,0x02b7,x| 00 E0 FF FE 01
83,19:44:44.624,ch1,R,0x0392,x| 00 46 00 00 00
84,19:44:44.624,ch1,R,0x03f7,x| E8 00 04
85,19:44:44.624,ch1,R,0x0666,x| 34 00 00 00
86,19:44:44.624,ch1,R,0x0668,x| 40 00
87,19:44:44.629,ch1,R,0x0575,x| 40 14
88,19:44:44.631,ch1,R,0x0186,x| 43 38 38 B3 87 2F 61
89,19:44:44.631,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
90,19:44:44.631,ch1,R,0x018a,x| 38 78 16 C6 98 04 87 E0
91,19:44:44.631,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 29
92,19:44:44.632,ch1,R,0x017c,x| 43 48 50 EB 4F 00 00 00
93,19:44:44.632,ch1,R,0x017e,x| 08 6E 00 00 00 00 C4 00
94,19:44:44.632,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
95,19:44:44.632,ch1,R,0x0090,x| 00 00 00 00
96,19:44:44.632,ch1,R,0x00c6,x| 7F D6 7F D8 80 09 BA 10
97,19:44:44.633,ch1,R,0x012e,x| D0 7F D1 7F F0 FF FF 00
98,19:44:44.633,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
99,19:44:44.633,ch1,R,0x0217,x| 40 00 00 39 92 3C 00
100,19:44:44.633,ch1,R,0x0242,x| 00 00 FF EF FE 00 0D
101,19:44:44.634,ch1,R,0x029c,x| 48 6C 48 44 FF FF FF FF
102,19:44:44.634,ch1,R,0x02c6,x| FF FF FF FF FF F0
103,19:44:44.634,ch1,R,0x0352,x| 5C 00 00 00
104,19:44:44.635,ch1,R,0x0653,x| 00 01 58 00
105,19:44:44.636,ch1,R,0x0350,x| C7 4E EC 59 14 98 94 85
106,19:44:44.636,ch1,R,0x055d,x| 01 1D F0 00 91 80 00 01
107,19:44:44.639,ch1,R,0x01bd,x| 0F 28 0D 90 00 00 00 25
108,19:44:44.639,ch1,R,0x0356,x| 67 FF 00 FF 00 00
109,19:44:44.639,ch1,R,0x01bb,x| 20 61 00 00 03 00 00 00
110,19:44:44.639,ch1,R,0x0401,x| 00 00 00 00 00 00 00 00
111,19:44:44.639,ch1,R,0x03f9,x| 00
112,19:44:44.640,ch1,R,0x0405,x| 00 00 00 00 3C 3F E0 00
113,19:44:44.640,ch1,R,0x0579,x| 01 10 11 11 00 06 C3 00
114,19:44:44.640,ch1,R,0x0211,x| 4E 18 0B 43 F1 00 00 E4
115,19:44:44.640,ch1,R,0x0214,x| 00 00
116,19:44:44.641,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 29
117,19:44:44.641,ch1,R,0x017c,x| 43 44 50 EB 4F 00 00 00
118,19:44:44.642,ch1,R,0x017e,x| 08 65 00 00 00 00 C4 00
119,19:44:44.642,ch1,R,0x0186,x| 43 4E 38 A3 87 2F 61
120,19:44:44.642,ch1,R,0x012e,x| C8 7F DF 7F B0 FF FF 00
121,19:44:44.642,ch1,R,0x0090,x| 00 00 00 00
122,19:44:44.642,ch1,R,0x00c6,x| 7F D5 7F EC 80 09 BC FB
123,19:44:44.643,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
124,19:44:44.643,ch1,R,0x018a,x| 38 78 16 C6 98 04 4A F0
125,19:44:44.643,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
126,19:44:44.643,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
127,19:44:44.644,ch1,R,0x029a,x| 48 A4 48 C0 22 83 0F 57
128,19:44:44.644,ch1,R,0x02b7,x| 00 E0 FF FE 01
129,19:44:44.645,ch1,R,0x0564,x| 16 F0
130,19:44:44.650,ch1,R,0x0186,x| 43 4E 38 A3 87 2F 61
131,19:44:44.651,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
132,19:44:44.651,ch1,R,0x018a,x| 38 78 16 C6 98 04 35 00
133,19:44:44.651,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
134,19:44:44.651,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 27
135,19:44:44.652,ch1,R,0x017c,x| 43 48 50 EB 4F 00 00 00
136,19:44:44.652,ch1,R,0x017e,x| 08 65 00 00 00 00 C4 00
137,19:44:44.652,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
138,19:44:44.652,ch1,R,0x0090,x| 00 00 00 00
139,19:44:44.652,ch1,R,0x00c6,x| 7F D5 7F EC 80 09 BE F9
140,19:44:44.653,ch1,R,0x012e,x| C8 7F DF 7F B0 FF FF 00
141,19:44:44.653,ch1,R,0x0217,x| 40 00 00 39 92 3C 00
142,19:44:44.653,ch1,R,0x0242,x| 00 00 FF EF FE 00 0D
143,19:44:44.653,ch1,R,0x029c,x| 47 F5 48 28 FF FF FF FF
144,19:44:44.654,ch1,R,0x02c6,x| FF FF FF FF FF F0
145,19:44:44.654,ch1,R,0x0354,x| 22 80 00 00 00 00 00 00
146,19:44:44.656,ch1,R,0x05de,x| 00 00 00 80 00 00 00 42
147,19:44:44.659,ch1,R,0x01bd,x| 0F 28 0D 90 00 00 00 25
148,19:44:44.660,ch1,R,0x0211,x| 4E 18 0B 43 F1 00 00 E4
149,19:44:44.660,ch1,R,0x0214,x| 00 00
150,19:44:44.661,ch1,R,0x0186,x| 43 4A 38 A3 87 2F 61
151,19:44:44.661,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
152,19:44:44.661,ch1,R,0x018a,x| 38 78 16 C6 98 04 F8 10
153,19:44:44.661,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 27
154,19:44:44.662,ch1,R,0x017c,x| 43 4C 50 EB 4F 00 00 00
155,19:44:44.662,ch1,R,0x017e,x| 08 65 00 00 00 00 C4 00
156,19:44:44.662,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
157,19:44:44.662,ch1,R,0x0090,x| 00 00 00 00
158,19:44:44.662,ch1,R,0x00c6,x| 7F D5 7F F6 80 09 A0 0D
159,19:44:44.663,ch1,R,0x012e,x| C5 7F F6 7F 90 FF FF 00
160,19:44:44.663,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
161,19:44:44.663,ch1,R,0x0218,x| 98
162,19:44:44.663,ch1,R,0x029a,x| 48 99 48 AF 22 80 00 85
163,19:44:44.663,ch1,R,0x02b7,x| 00 E0 FF FE 01
164,19:44:44.664,ch1,R,0x04fa,x| 08 00
165,19:44:44.664,ch1,R,0x0671,x| 02 00
166,19:44:44.666,ch1,R,0x0673,x| 00 00 50 50 5B 5A 00
167,19:44:44.671,ch1,R,0x0186,x| 43 40 38 A3 87 2F 61
168,19:44:44.671,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 26
169,19:44:44.671,ch1,R,0x017c,x| 43 48 50 EB 4F 00 00 00
170,19:44:44.672,ch1,R,0x017e,x| 08 67 00 00 00 00 C4 00
171,19:44:44.672,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
172,19:44:44.672,ch1,R,0x0090,x| 00 00 00 00
173,19:44:44.672,ch1,R,0x00c6,x| 7F D5 80 0A 80 09 A2 F6
174,19:44:44.673,ch1,R,0x012e,x| C5 7F F6 7F 90 FF FF 00
175,19:44:44.673,ch1,R,0x018a,x| 38 78 16 C6 98 04 B2 20
176,19:44:44.673,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
177,19:44:44.673,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
178,19:44:44.674,ch1,R,0x0217,x| 40 00 00 39 A2 3D 00
179,19:44:44.674,ch1,R,0x0242,x| 00 00 FF EF FE 00 0D
180,19:44:44.674,ch1,R,0x029c,x| 48 60 48 2E FF FF FF FF
181,19:44:44.674,ch1,R,0x02c6,x| FF FF FF FF FF F0
182,19:44:44.674,ch1,R,0x0352,x| 5C 00 00 00
183,19:44:44.675,ch1,R,0x0392,x| 00 46 00 00 00
184,19:44:44.675,ch1,R,0x0511,x| 00 50 30 E8 FE A1 7C
185,19:44:44.675,ch1,R,0x0596,x| 79 B3 82 3E 36 16 F0 00
186,19:44:44.675,ch1,R,0x05da,x| 79 6A 40 00 D5 30 8F 00
187,19:44:44.675,ch1,R,0x0648,x| FF FF F0 64 C8 64 FA 1E
188,19:44:44.676,ch1,R,0x0657,x| 00 00
189,19:44:44.676,ch1,R,0x065c,x| 7C 49 00
190,19:44:44.676,ch1,R,0x066a,x| 20 FE 00 B5 B5 C0 1F 02
191,19:44:44.679,ch1,R,0x01bd,x| 0F 28 0D 90 00 00 00 25
192,19:44:44.679,ch1,R,0x0356,x| 67 FF 00 FF 00 00
193,19:44:44.680,ch1,R,0x0211,x| 4E 18 0B 43 F1 00 00 E4
194,19:44:44.680,ch1,R,0x0186,x| 43 40 38 A3 87 2F 61
195,19:44:44.681,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
196,19:44:44.681,ch1,R,0x018a,x| 38 78 16 C6 98 04 7F 30
197,19:44:44.681,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
198,19:44:44.681,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 26
199,19:44:44.682,ch1,R,0x017c,x| 43 44 50 EB 4F 00 00 00
200,19:44:44.682,ch1,R,0x017e,x| 08 67 00 00 00 00 C4 00
201,19:44:44.682,ch1,R,0x012e,x| BF 7F FE 7F 90 FF FF 00
202,19:44:44.682,ch1,R,0x0090,x| 00 00 00 00
203,19:44:44.682,ch1,R,0x00c6,x| 7F D5 80 00 80 09 A4 FE
204,19:44:44.683,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
205,19:44:44.683,ch1,R,0x0214,x| 00 00
206,19:44:44.683,ch1,R,0x029a,x| 48 C6 48 BA 22 7C 01 50
207,19:44:44.683,ch1,R,0x02b7,x| 00 E0 FF FE 01
208,19:44:44.683,ch1,R,0x03f7,x| E8 00 04
209,19:44:44.684,ch1,R,0x0646,x| 35 3B 13 50 01 39 0F C4
210,19:44:44.685,ch1,R,0x04ac,x| 80
211,19:44:44.686,ch1,R,0x045c,x| 00 00 00 00
212,19:44:44.686,ch1,R,0x05df,x| 00 A4
213,19:44:44.690,ch1,R,0x0186,x| 43 34 38 A3 87 2F 61
214,19:44:44.691,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
215,19:44:44.691,ch1,R,0x018a,x| 38 78 16 C6 98 04 26 40
216,19:44:44.691,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
217,19:44:44.691,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 26
218,19:44:44.692,ch1,R,0x017c,x| 43 40 50 EB 4F 00 00 00
219,19:44:44.692,ch1,R,0x017e,x| 08 67 00 00 00 00 C4 00
220,19:44:44.692,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
221,19:44:44.692,ch1,R,0x0090,x| 00 00 00 00
222,19:44:44.692,ch1,R,0x00c6,x| 7F D5 80 00 80 09 A6 FC
223,19:44:44.693,ch1,R,0x012e,x| BF 7F FE 7F 90 FF FF 00
224,19:44:44.693,ch1,R,0x0217,x| 40 00 00 39 A2 3D 00
225,19:44:44.693,ch1,R,0x0242,x| 00 00 FF EF FE 00 0D
226,19:44:44.693,ch1,R,0x029c,x| 48 66 48 0C FF FF FF FF
227,19:44:44.694,ch1,R,0x02c6,x| FF FF FF FF FF F0
228,19:44:44.694,ch1,R,0x0354,x| 22 7C 00 00 00 00 00 00
229,19:44:44.694,ch1,R,0x0593,x| 0F FF 00 00
230,19:44:44.697,ch1,R,0x0634,x| 80 00 00
231,19:44:44.698,ch1,R,0x068b,x| 12 0C 34
232,19:44:44.699,ch1,R,0x01bd,x| 0F 28 0D 90 00 00 00 25
233,19:44:44.699,ch1,R,0x0500,x| 02 8E 56 23 2B
234,19:44:44.699,ch1,R,0x0303,x| 59 52 EB 18 65 20 00
235,19:44:44.699,ch1,R,0x03fa,x| 00 00
236,19:44:44.700,ch1,R,0x0552,x| 00 04
237,19:44:44.700,ch1,R,0x0211,x| 4E 18 0B 43 F1 00 00 E4
238,19:44:44.700,ch1,R,0x0214,x| 00 00
239,19:44:44.701,ch1,R,0x0186,x| 43 1A 38 B3 87 2F 61
240,19:44:44.701,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
241,19:44:44.701,ch1,R,0x018a,x| 38 78 16 C6 98 04 EB 50
242,19:44:44.701,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 26
243,19:44:44.702,ch1,R,0x017c,x| 43 3C 50 EB 4F 00 00 00
244,19:44:44.702,ch1,R,0x017e,x| 08 64 00 00 00 00 C4 00
245,19:44:44.702,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
246,19:44:44.702,ch1,R,0x0090,x| 00 00 00 00
247,19:44:44.702,ch1,R,0x00c6,x| 7F D5 80 00 80 09 A8 FA
248,19:44:44.703,ch1,R,0x012e,x| C9 7F F3 7F 90 FF FF 00
249,19:44:44.703,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
250,19:44:44.703,ch1,R,0x029a,x| 48 CB 48 93 22 7C 02 71
251,19:44:44.703,ch1,R,0x02b7,x| 00 E0 FF FE 01
252,19:44:44.704,ch1,R,0x05d7,x| 22 7C 12 B2 3A 20 FE
253,19:44:44.704,ch1,R,0x03b7,x| 35 FF 7F 8F 7F 46 FF FF
254,19:44:44.707,ch1,R,0x04f8,x| 54 14 30 FF FF 03 FF 00
255,19:44:44.711,ch1,R,0x0186,x| 43 2A 38 B3 87 2F 61
256,19:44:44.711,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 27
257,19:44:44.712,ch1,R,0x017c,x| 43 38 50 EB 4F 00 00 00
258,19:44:44.712,ch1,R,0x017e,x| 08 64 00 00 00 00 C4 00
259,19:44:44.712,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
260,19:44:44.712,ch1,R,0x0090,x| 00 00 00 00
261,19:44:44.712,ch1,R,0x00c6,x| 7F D5 80 0A 80 09 AA EE
262,19:44:44.713,ch1,R,0x012e,x| C9 7F F3 7F 90 FF FF 00
263,19:44:44.713,ch1,R,0x018a,x| 38 78 16 C6 98 04 A1 60
264,19:44:44.713,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
265,19:44:44.713,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
266,19:44:44.714,ch1,R,0x0217,x| 40 00 00 39 92 3C 00
267,19:44:44.714,ch1,R,0x0242,x| 00 00 FF EF FE 00 0D
268,19:44:44.714,ch1,R,0x029c,x| 48 39 48 28 FF FF FF FF
269,19:44:44.714,ch1,R,0x02c6,x| FF FF FF FF FF F0
270,19:44:44.714,ch1,R,0x0352,x| 5C 00 00 00
271,19:44:44.715,ch1,R,0x062c,x| 00
272,19:44:44.716,ch1,R,0x01a0,x| F0
273,19:44:44.716,ch1,R,0x0563,x| 10 40
274,19:44:44.719,ch1,R,0x01bd,x| 0F 28 0D 90 00 00 00 25
275,19:44:44.719,ch1,R,0x0356,x| 67 FF 00 FF 00 00
276,19:44:44.720,ch1,R,0x0211,x| 4E 18 0B 43 F1 00 00 E4
277,19:44:44.720,ch1,R,0x0186,x| 43 2A 38 B3 87 2F 61
278,19:44:44.721,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
279,19:44:44.721,ch1,R,0x018a,x| 38 78 16 C6 98 04 6C 70
280,19:44:44.721,ch1,R,0x01f6,x| 1E 20 80 3A 81 40 FF FE
281,19:44:44.721,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 28
282,19:44:44.722,ch1,R,0x017c,x| 43 34 50 EB 4F 00 00 00
283,19:44:44.722,ch1,R,0x017e,x| 08 64 00 00 00 00 C4 00
284,19:44:44.722,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
285,19:44:44.722,ch1,R,0x0090,x| 00 00 00 00
286,19:44:44.722,ch1,R,0x00c6,x| 7F D5 7F F6 80 09 AC 01
287,19:44:44.723,ch1,R,0x012e,x| CD 7F E2 7F 90 FF FF 00
288,19:44:44.723,ch1,R,0x0214,x| 00 00
289,19:44:44.723,ch1,R,0x029a,x| 48 99 48 E2 22 7A 03 55
290,19:44:44.723,ch1,R,0x02b7,x| 00 E0 FF FE 01
291,19:44:44.723,ch1,R,0x0392,x| 00 46 00 00 00
292,19:44:44.724,ch1,R,0x0666,x| 34 00 00 00
293,19:44:44.724,ch1,R,0x0668,x| 40 00
294,19:44:44.729,ch1,R,0x0575,x| 40 14
295,19:44:44.731,ch1,R,0x0186,x| 43 4E 38 B3 87 2F 61
296,19:44:44.731,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
297,19:44:44.731,ch1,R,0x018a,x| 38 78 16 C6 98 04 13 80
298,19:44:44.731,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 29
299,19:44:44.731,ch1,R,0x017c,x| 43 30 50 EB 4F 00 00 00
300,19:44:44.732,ch1,R,0x017e,x| 08 63 00 00 00 00 C4 00
301,19:44:44.732,ch1,R,0x01f6,x| 1E 20 80 39 81 40 FF FE
302,19:44:44.732,ch1,R,0x0090,x| 00 00 00 00
303,19:44:44.732,ch1,R,0x00c6,x| 7F D5 80 00 80 09 AE F4
304,19:44:44.733,ch1,R,0x012e,x| CD 7F E2 7F 90 FF FF 00
305,19:44:44.733,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
306,19:44:44.733,ch1,R,0x0217,x| 40 00 00 39 92 3C 00
307,19:44:44.733,ch1,R,0x0242,x| 00 00 FF EF FE 00 0D
308,19:44:44.734,ch1,R,0x029c,x| 48 3F 47 F5 FF FF FF FF
309,19:44:44.734,ch1,R,0x02c6,x| FF FF FF FF FF F0
310,19:44:44.734,ch1,R,0x0354,x| 22 7C 00 00 00 00 00 00
311,19:44:44.735,ch1,R,0x0653,x| 00 01 58 00
312,19:44:44.736,ch1,R,0x0350,x| C7 4E EC 59 14 98 94 85
313,19:44:44.736,ch1,R,0x055d,x| 01 1D F0 00 91 80 00 01
314,19:44:44.739,ch1,R,0x01bd,x| 0F 85 0D 90 00 00 00 25
315,19:44:44.739,ch1,R,0x0579,x| 01 10 11 11 00 06 C3 00
316,19:44:44.739,ch1,R,0x01bb,x| 20 61 00 00 03 00 00 00
317,19:44:44.740,ch1,R,0x0211,x| 4E 18 0B 43 F1 00 00 E4
318,19:44:44.740,ch1,R,0x0214,x| 00 00
319,19:44:44.741,ch1,R,0x0186,x| 43 60 38 B3 87 2F 61
320,19:44:44.741,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
321,19:44:44.741,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 29
322,19:44:44.742,ch1,R,0x017c,x| 43 34 50 EB 4F 00 00 00
323,19:44:44.742,ch1,R,0x017e,x| 08 63 00 00 00 00 C4 00
324,19:44:44.742,ch1,R,0x0090,x| 00 00 00 00
325,19:44:44.742,ch1,R,0x00c6,x| 7F D5 80 00 80 09 B0 F2
326,19:44:44.742,ch1,R,0x012e,x| C2 7F DC 7F A0 FF FF 00
327,19:44:44.743,ch1,R,0x018a,x| 38 78 16 C6 98 04 DE 90
328,19:44:44.743,ch1,R,0x01f6,x| 1E 20 80 39 81 40 FF FE
329,19:44:44.743,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
330,19:44:44.743,ch1,R,0x029a,x| 48 8D 48 CB 22 7C 04 75
331,19:44:44.744,ch1,R,0x02b7,x| 00 E0 FF FE 01
332,19:44:44.744,ch1,R,0x03f7,x| E8 00 04
333,19:44:44.745,ch1,R,0x0564,x| 2F 20
334,19:44:44.750,ch1,R,0x0186,x| 43 60 38 B3 87 2F 61
335,19:44:44.751,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
336,19:44:44.751,ch1,R,0x018a,x| 38 78 16 C6 98 04 94 A0
337,19:44:44.751,ch1,R,0x01f6,x| 1E 20 80 39 81 40 FF FE
338,19:44:44.751,ch1,R,0x017a,x| 38 75 0D 66 00 80 33 29
339,19:44:44.752,ch1,R,0x017c,x| 43 3C 50 EB 4F 00 00 00
340,19:44:44.752,ch1,R,0x017e,x| 08 63 00 00 00 00 C4 00
341,19:44:44.752,ch1,R,0x020c,x| 00 00 00 00 00 00 00 00
342,19:44:44.752,ch1,R,0x0090,x| 00 00 00 00
343,19:44:44.752,ch1,R,0x00c6,x| 7F D5 80 00 80 09 B2 F0
344,19:44:44.753,ch1,R,0x012e,x| C2 7F DC 7F A0 FF FF 00
345,19:44:44.753,ch1,R,0x0217,x| 40 00 00 39 92 3C 00
346,19:44:44.753,ch1,R,0x0242,x| 00 00 FF EF FE 00 0D
347,19:44:44.753,ch1,R,0x029c,x| 48 66 48 17 FF FF FF FF
348,19:44:44.754,ch1,R,0x02c6,x| FF FF FF FF FF F0
349,19:44:44.754,ch1,R,0x0352,x| 5C 00 00 00
350,19:44:44.756,ch1,R,0x05de,x| 00 00 00 80 00 00 00 42
351,19:44:44.759,ch1,R,0x01bd,x| 0F 85 0D 90 00 00 00 25
352,19:44:44.759,ch1,R,0x0356,x| 67 FF 00 FF 00 00
353,19:44:44.760,ch1,R,0x0211,x| 4E 17 0B 43 F1 00 00 E4
354,19:44:44.760,ch1,R,0x0186,x| 43 52 38 B3 87 2F 61
355,19:44:44.761,ch1,R,0x0189,x| 38 72 F4 50 D0 CC 00 00
356,19:44:44.761,ch1,R,0x018a,x| 38 78 16 C6 98 04 59 B0
